Cluster ID	Cluster Name	Types	Size	Organisms	Length	Identity
UniRef50_A0A5Q0TUA5	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	5	Influenza A virus; Influenza A virus (A/Brant Goose/1/1917(H1N?); Klebsiella sp. Kps	137	0.5
UniRef50_A0A5Q0TUF3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	124	0.5
UniRef50_A0A5Q0V0R7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	114	0.5
UniRef50_A0A5Q0V1N1	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	40	Influenza A virus; Influenza A virus (A/ruddy turnstone/Delaware Bay/290/2006(H7N4); Influenza A virus (A/Pacific black duck/Western Australia/2708/1979(H6N1); Influenza A virus (A/American black duck/Newfoundland/1146/2009(H1N1); Influenza A virus (A/Beijing/342/2009(H1N1)	147	0.5
UniRef50_A0A5Q0V1R8	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	6	Influenza A virus; Influenza A virus (A/pintail/Minnesota/423/1999(H7N3)	173	0.5
UniRef50_A0A5Q0V1U7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	6	Influenza A virus	94	0.5
UniRef50_A0A5Q0V1Y5	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	30	Influenza A virus; Influenza A virus (A/duck/Victoria/30a/1981(H12N7); Influenza A virus (A/little grebe/Alakol/791/2004(H4N6); Influenza A virus (A/chicken/Jiangxi/18524/2014(mixed); Influenza A virus (A/mallard/Newfoundland/PR021/2010(H4N6); Influenza A virus (A/herring gull/Newfoundland/GR530/2011(N6)	166	0.5
UniRef50_A0A5Q0V201	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	67	0.5
UniRef50_A0A5Q0V210	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus	84	0.5
UniRef50_A0A5Q0V2D7	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus; Influenza A virus (A/pelican/Peru-MM24/2007(H4N5)	139	0.5
UniRef50_A0A5Q0V2H1	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	139	0.5
UniRef50_A0A5Q5APJ7	Cluster: Matrix protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	14	Influenza A virus; Influenza A virus (A/Israel/6/2002(H1N2); Influenza A virus (A/great black-headed gull/Qinghai/2/2007(H5N1); Influenza A virus (A/bar-headed goose/Qinghai/F/2007(H5N1); Influenza A virus (A/swine/Scotland/410440/94(H1N2); Influenza A virus (A/Switzerland/8808/2002(H1N1); Influenza A virus (A/Madrid/RR1975/2005(H3N2); Influenza A virus (A/Madrid/RR1966/2005(H3N2); Influenza A virus (A/Madrid/RR1911/2005(H3N2); Influenza A virus (A/Madrid/RR1949/2005(H3N2)	47	0.5
UniRef50_A0A646S2Z2	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza D virus	745	0.5
UniRef50_A0A646S305	Cluster: Hemagglutinin-esterase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza D virus	59	0.5
UniRef50_A0A646SPY1	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus	136	0.5
UniRef50_A0A646SS92	Cluster: Hemagglutinin-esterase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza D virus	151	0.5
UniRef50_A0A649VZJ2	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	77	0.5
UniRef50_A0A649X095	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	11	Influenza A virus; Influenza A virus (A/chicken/Egypt/Fadllah-8/2015(H5N1); Influenza A virus (A/chicken/Nakorn-Patom/Thailand/CU-K3/2004(H5N1)	126	0.5
UniRef50_A0A6B7GNZ4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus; Influenza A virus (A/chicken/Shanghai/S3384/2014(H9); Influenza A virus (A/chicken/Jiangsu/J3581/2014(H9); Influenza A virus (A/pigeon/Jiangsu/FK238/2013(H9)	316	0.5
UniRef50_A0A6B7I8Z3	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	135	0.5
UniRef50_A0A6B7I906	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus; Mycolicibacter kumamotonensis	78	0.5
UniRef50_A0A6B7I919	Cluster: Nucleocapsid protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	115	0.5
UniRef50_A0A6B7I9Y1	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	57	0.5
UniRef50_A0A6B7IA45	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	73	0.5
UniRef50_A0A6B7IA67	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	6	Influenza A virus; Influenza A virus (A/Swine/Italy/25823/94(H3N2); Influenza A virus (A/Puerto Rico/8/1934(H1N1); Influenza A virus (A/Hong Kong/1/1968(H3N2); Influenza A virus (A/Victoria/3/1975(H3N2)	140	0.5
UniRef50_A0A6B7IAI6	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	54	0.5
UniRef50_A0A6B9I7M2	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus; Influenza A virus (A/mynnah/Oman/AIVS6/2005(H9N2); Influenza A virus (A/chicken/Oman/AIVS3/2006(H9N2); Influenza A virus (A/chicken/Oman/AIVS7/2006(H9N2)	125	0.5
UniRef50_A0A6G6CZ40	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	23	Influenza B virus; Influenza B virus (B/Cheongju/G338/2012); Influenza B virus (B/Seoul/A304/2012); Influenza B virus (B/Incheon/467/2014); Influenza B virus (B/Taiwan/0684/03); Influenza B virus (B/Taiwan/0833/03); Influenza B virus (B/Taiwan/0615/03); Influenza B virus (B/Taiwan/0600/02); Influenza B virus (B/Taiwan/0874/02); Influenza B virus (B/Taiwan/0880/02)	120	0.5
UniRef50_A0A6G6CZH1	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza B virus; Influenza B virus (B/Seoul/A256/2012); Influenza B virus (B/Seoul/KUGH20/2010)	87	0.5
UniRef50_A0A6G7WE00	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	777	Influenza A virus; Influenza A virus (A/swine/Minnesota/00053/2003(H1); Influenza A virus (A/Ontario/10/2016(H1N1); Influenza A virus (A/Dornogobi/RP067/2013(H1N1); Influenza A virus (A/Dornogobi/RP068/2013(H1N1); Influenza A virus (A/swine/Poland/1562022/2012(H1N1); Influenza A virus (A/swine/Poland/1562023/2012(H1N1); Influenza A virus (A/swine/Poland/1562021/2012(H1N1); Influenza A virus (A/swine/Poland/1562025/2012(H1N1); Influenza A virus (A/British Columbia/79/2016(H1N1)	307	0.5
UniRef50_A0A6G8I3F4	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	67	0.5
UniRef50_A0A6G8I3H4	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus	88	0.5
UniRef50_A0A6G9CB47	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus; Influenza A virus (A/duck/Guangdong/G3611/2014(H9)	87	0.5
UniRef50_A0A6H0D0K0	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus	553	0.5
UniRef50_A0A6H0D419	Cluster: Nucleoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus	180	0.5
UniRef50_A0A6M3Z5V7	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza D virus; Influenza D virus (D/swine/Italy/268344-2/2015)	538	0.5
UniRef50_A0A6M3Z625	Cluster: Hemagglutinin-esterase-fusion glycoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza D virus	430	0.5
UniRef50_A0A7D0GIL9	Cluster: Matrix protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	7	Influenza A virus; Influenza A virus (A/chicken/Hubei/wn/2003(H5N1); Influenza A virus (A/common teal/Shanghai/PD1108-8/2013(H5N1); Influenza A virus (A/common teal/Shanghai/PD1108-3/2013(H5N8); Influenza A virus (A/common teal/Shanghai/56T/2008(H9); Influenza A virus (A/environment/Maryland/1149/2006(H5N1)	23	0.5
UniRef50_A0A7D0KI01	Cluster: Polymerase basic protein 2	UniProtKB Unreviewed (TrEMBL)	1	Influenza D virus	772	0.5
UniRef50_A0A7D0KIL8	Cluster: Polyprotein p42 (Fragment)	UniProtKB Unreviewed (TrEMBL)	99	Influenza D virus; Influenza D virus (D/bovine/Kansas/1-35/2010); Influenza D virus (D/bovine/Texas/3-13/2011); Influenza D virus (D/bovine/Minnesota/628/2013); Influenza D virus (D/bovine/Ibaraki/7768/2016); Influenza D virus (D/bovine/Shandong/Y127/2014); Influenza D virus (D/bovine/France/2986/2012); Influenza D virus (D/bovine/Minnesota/729/2013); Influenza D virus (D/bovine/Shandong/Y125/2014); Influenza D virus (D/swine/Italy/354017/2015)	376	0.5
UniRef50_A0A7D3QN97	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	112	0.5
UniRef50_A0A7D4QHQ0	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	46	Influenza A virus; Influenza A virus (A/blackhead gull/Astrakhan/1421/1979(H13N6); Influenza A virus (A/chicken/Egypt/1117AF/2011(H5N1); Influenza A virus (A/duck/Hokkaido/1169/2001(H1N1); Influenza A virus (A/duck/Hokkaido/w206/2006(H6N1); Influenza A virus (A/swine/Pingtung/92-2/2003(H1N2); Influenza A virus (A/chicken/Egypt/111127V/2011(H5N1); Influenza A virus (A/shorebird/Korea/S82/2006(H9N2); Influenza A virus (A/chicken/Egypt/117AD/2011(H5N1); Influenza A virus (A/swine/Guangdong/223/2006(H3N2)	286	0.5
UniRef50_A0A7D5RK53	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	116	0.5
UniRef50_A0A7L4YHI5	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus	217	0.5
UniRef50_A0A7L9GUQ7	Cluster: PB1-F2 protein	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus	90	0.5
UniRef50_A0A7L9GY63	Cluster: Polymerase acidic protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	715	0.5
UniRef50_A0A7L9GZZ6	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	672	0.5
UniRef50_A0A7L9H0I7	Cluster: Polymerase acidic protein	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	716	0.5
UniRef50_A0A7L9H0M5	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	684	0.5
UniRef50_A0A7L9H3V3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	6	Influenza A virus	286	0.5
UniRef50_A0A7L9H5Q4	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	8	Influenza A virus; Influenza A virus (A/ruddy turnstone/Delaware Bay/522/1988(H11); Influenza A virus (A/France/3971-3R/2009(H1N1); Influenza A virus (A/Peking duck/Wagun/1827-6/1984(H11N2); Influenza A virus (A/Pondicherry/SW-610/2010(H1N1); Influenza A virus (A/chicken/Giza/CAI37/2009(H5N1); Influenza A virus (A/chicken/Giza/CAI26/2011(H5); Influenza A virus (A/shorebird/Delaware Bay/724/1988(H11)	567	0.5
UniRef50_A0A7M1Y057	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	50	0.5
UniRef50_A0A7S5L1J3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus	64	0.5
UniRef50_A0A7T7SYR5	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	7	Influenza B virus	102	0.5
UniRef50_A0A7T8FYL1	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	52	Influenza A virus; Influenza A virus (A/swine/Texas/01820/2007(H1N1); Influenza A virus (A/swine/Minnesota/01599/2007(H1N1); Influenza A virus (A/swine/Manitoba/01680/2007(H1N1); Influenza A virus (A/Taiwan/615/2006(H1N1); Influenza A virus (A/Milan/04/2005(H1N1); Influenza A virus (A/Taiwan/562/2006(H1N1); Influenza A virus (A/Taiwan/607/2006(H1N1); Influenza A virus (A/Taiwan/4050/2003(H1N1); Influenza A virus (A/Taiwan/1566/2003(H1N1)	160	0.5
UniRef50_A0A866VUA3	Cluster: Nucleoprotein	UniProtKB Unreviewed (TrEMBL)	1	Ornate chorus frog influenza-like virus	572	0.5
UniRef50_A0A866VUA9	Cluster: Hemagglutinin-esterase-fusion glycoprotein	UniProtKB Unreviewed (TrEMBL)	1	Siamese algae-eater influenza-like virus	576	0.5
UniRef50_A0A866VUB5	Cluster: Matrix protein 2	UniProtKB Unreviewed (TrEMBL)	1	Salamander influenza-like virus	116	0.5
UniRef50_A0A866VZ02	Cluster: Nonstructural protein	UniProtKB Unreviewed (TrEMBL)	1	Siamese algae-eater influenza-like virus	285	0.5
UniRef50_A0A866VZ08	Cluster: Matrix protein	UniProtKB Unreviewed (TrEMBL)	1	Siamese algae-eater influenza-like virus	254	0.5
UniRef50_A0A866VZ19	Cluster: Nonstructural protein	UniProtKB Unreviewed (TrEMBL)	1	Salamander influenza-like virus	241	0.5
UniRef50_A0A866VZ25	Cluster: Nucleoprotein	UniProtKB Unreviewed (TrEMBL)	1	Chum salmon influenza-like virus	656	0.5
UniRef50_A0A866VZH7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Siamese algae-eater influenza-like virus	468	0.5
UniRef50_A0A866VZI9	Cluster: Matrix protein 1	UniProtKB Unreviewed (TrEMBL)	1	Salamander influenza-like virus	248	0.5
UniRef50_A0A866VZT1	Cluster: Non-structural protein 1	UniProtKB Unreviewed (TrEMBL)	1	Ornate chorus frog influenza-like virus	234	0.5
UniRef50_A0A866VZV1	Cluster: Polymerase basic protein 2	UniProtKB Unreviewed (TrEMBL)	1	Siamese algae-eater influenza-like virus	778	0.5
UniRef50_A0A866VZX2	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	1	Chum salmon influenza-like virus	578	0.5
UniRef50_A0A866VZZ2	Cluster: Nonstructural protein	UniProtKB Unreviewed (TrEMBL)	1	Chum salmon influenza-like virus	333	0.5
UniRef50_A0A866W055	Cluster: Hemagglutinin-esterase-fusion glycoprotein	UniProtKB Unreviewed (TrEMBL)	2	Ornate chorus frog influenza-like virus; Cane toad influenza-like virus	693	0.5
UniRef50_A0A866W070	Cluster: Nucleoprotein	UniProtKB Unreviewed (TrEMBL)	1	Cane toad influenza-like virus	600	0.5
UniRef50_A0A866W071	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Salamander influenza-like virus	467	0.5
UniRef50_A0A866W085	Cluster: Matrix protein	UniProtKB Unreviewed (TrEMBL)	1	Chum salmon influenza-like virus	246	0.5
UniRef50_A0A866W093	Cluster: Nucleoprotein	UniProtKB Unreviewed (TrEMBL)	1	Siamese algae-eater influenza-like virus	542	0.5
UniRef50_A0A866W0A4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Chum salmon influenza-like virus	464	0.5
UniRef50_A0A866W0A8	Cluster: Hemagglutinin-esterase-fusion glycoprotein	UniProtKB Unreviewed (TrEMBL)	1	Salamander influenza-like virus	587	0.5
UniRef50_A0A866W0C6	Cluster: Non-structural protein 1	UniProtKB Unreviewed (TrEMBL)	1	Cane toad influenza-like virus	226	0.5
UniRef50_A0A869MDN8	Cluster: Matrix protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus; Influenza A virus (A/New Jersey/NHRC_93442/2016(H3N2)	61	0.5
UniRef50_A0A869RRA6	Cluster: Matrix protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus; Influenza A virus (A/chicken/Korea/S4/2003(H9N2); Influenza A virus (A/duck/Korea/S13/2003(H9N2); Influenza A virus (A/chicken/CT/9407/2003(H7N2)	81	0.5
UniRef50_A0A8E3YH28	Cluster: Polymerase P3 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza D virus	82	0.5
UniRef50_A0A8E3YHA1	Cluster: Nonstructural protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza D virus	120	0.5
UniRef50_A0A8E5CDR5	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	2	Influenza A virus; Rhizobium viscosum	106	0.5
UniRef50_A0A8E5CDR9	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	108	0.5
UniRef50_A0A8E5CE30	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus; Influenza A virus (A/goose/Hong Kong/8/1976(H1N1); Influenza A virus (A/swine/Hong Kong/273/1994(H1N1)	70	0.5
UniRef50_A0A8E5CE70	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	4	Influenza A virus; Influenza A virus (A/Victoria/3/1975(H3N2)	90	0.5
UniRef50_A0A8E5CE71	Cluster: Nucleocapsid protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus; Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	82	0.5
UniRef50_A0A8E5CE88	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus	121	0.5
UniRef50_A0A8E5CEH9	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	99	0.5
UniRef50_A0A8E5CEI2	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus; Influenza A virus (A/goose/Egypt/905588/2006(H7N7); Influenza A virus (A/quail/Thailand/CU-J3293/2010(H7N1); Influenza A virus (A/quail/Thailand/CU-J1835/2009(H7N1); Influenza A virus (A/common coot/Altai/3/2008(H3N8)	107	0.5
UniRef50_A0A8E5CEK2	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus	58	0.5
UniRef50_A0A8E5CET6	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	6	Influenza A virus; Influenza A virus (A/swine/Manitoba/01729/2007(N2); Streptomyces desertarenae	92	0.5
UniRef50_A0A8E5CEV9	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus; Influenza A virus (A/Hong Kong/514/97(H5N1)	104	0.5
UniRef50_A0A8E5CF86	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	23	Influenza A virus; Influenza A virus (A/Denver/1957(H1N1); synthetic construct	77	0.5
UniRef50_A0A8E5CFL4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus; Influenza A virus (A/swine/Oklahoma/00743/2005(H1N1); Influenza A virus (A/Beijing/341/2009(H1N1)	93	0.5
UniRef50_A0A8E5CFN1	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	10	Influenza A virus; Influenza A virus (A/swine/Minnesota/SG1184/2003(N2); Influenza A virus (A/mallard/Italy/497-35/2006(H7); Influenza A virus (A/Madrid/INS77/2009(H1N1); Influenza A virus (A/American black duck/Newfoundland/1146/2009(H1N1)	176	0.5
UniRef50_A0A8E5CFT7	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	5	Influenza A virus; Influenza A virus (A/Chicken/Italy/5945/95(H3N2); Influenza A virus (A/swine/Hong Kong/168/1993(H1N1); Rhizobium viscosum	118	0.5
UniRef50_A0A8E5CFU6	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	74	0.5
UniRef50_A0A8E5CG13	Cluster: Polymerase PA (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus	86	0.5
UniRef50_A0A8E5CGD9	Cluster: Polymerase PA (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	57	0.5
UniRef50_A0A8E5CGE9	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus; Influenza A virus (A/Mexico/24041/2009(H1)	75	0.5
UniRef50_A0A8E5FNM5	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus; Influenza A virus (A/Pernambuco/118913/2012(H3N2); Influenza A virus (A/Uruguay/1/2004(H3N2)	88	0.5
UniRef50_A0A8E5FNP2	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus	146	0.5
UniRef50_A0A8E5FP25	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	8	Influenza A virus	96	0.5
UniRef50_A0A8E5FPT5	Cluster: Nucleocapsid protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus; Influenza A virus (A/Hong Kong/516/97(H5N1)	125	0.5
UniRef50_A0A8E5FQG1	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	71	0.5
UniRef50_A0A8E5FRN4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus	137	0.5
UniRef50_A0A8E5FRP9	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus	68	0.5
UniRef50_A0A8E5FSN0	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus	68	0.5
UniRef50_A0A8E5FT92	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	8	Influenza A virus; Influenza A virus (A/swine/Hong Kong/273/1994(H1N1); Influenza A virus (A/duck/Vietnam/OIE-3071/2011(H4N6); Influenza A virus (A/duck/Vietnam/OIE-404/2011(H6N2); Influenza A virus (A/muscovy duck/Vietnam/OIE-3012/2011(H5N1); Influenza A virus (A/duck/Vietnam/OIE-3287/2011(H3N6); Influenza A virus (A/duck/Vietnam/OIE-3231/2011(H6N2); Influenza A virus (A/duck/Vietnam/OIE-3247/2011(H6N2)	136	0.5
UniRef50_A0A8E5XLT6	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	21	Influenza A virus; Influenza A virus (A/Habana/822/1992(H1N1); Influenza A virus (A/chicken/Zagazig/C1/2010(H5); Influenza A virus (A/ostrich/VRLCU/Egypt/2011(H5N1); Influenza A virus (A/chicken/Zagazig/C6/2011(H5); Influenza A virus (A/chicken/Faquos/amn12/2011(H5N1); Influenza A virus (A/cormorant/Strilkove-Kherson/63/2006(H5N1); Influenza A virus (A/swine/Egypt/165/2015(H5N1); Influenza A virus (A/swine/Egypt/118/2014(H5N1); Influenza A virus (A/chicken/Bangladesh/BL-84T/2008(H5N1)	166	0.5
UniRef50_A0A8F2WED8	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus	108	0.5
UniRef50_A0A8G1G4V0	Cluster: Nucleocapsid protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	23	Influenza A virus; Influenza A virus (A/mallard duck/Korea/VI1511070/2015(H10N5); Influenza A virus (A/herring gull/Newfoundland/YH022/2010(H13N6); Influenza A virus (A/common murre/Newfoundland/AB318/2011(H1N2); Influenza A virus (A/avian/Israel/543/2008(H10N7); Influenza A virus (A/duck/Vietnam/15/2003(H5N1); Influenza A virus (A/yellow-billed teal/Chile/21/2014(H8Nx); Influenza A virus (A/pintail/Alberta/207/1999(H4N8); Influenza A virus (A/mallard duck/Korea/VI152573/2015(H11N9); Influenza A virus (A/American black duck/Newfoundland/MW662/2010(H3N6)	272	0.5
UniRef50_A0A8K1H3Y8	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus; Influenza A virus (A/R(pintail/Shimane/324/98-duck/England/1/1956)	107	0.5
UniRef50_A0A8K1JX26	Cluster: sialate O-acetylesterase (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	2	Influenza D virus; Influenza D virus (D/swine/Oklahoma/1334/2011)	438	0.5
UniRef50_A0A8K1LUE3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	4	Influenza A virus; Mycolicibacter kumamotonensis	125	0.5
UniRef50_A0A8K2ACR3	Cluster: Nuclear export protein	UniProtKB Unreviewed (TrEMBL); UniParc	53	Influenza A virus; Influenza A virus (A/Tehran/Sm03/2015(H1N1); Influenza A virus (A/elephant seal/California/2/2010(H1N1); Influenza A virus (A/Eastern India/312/2009(H1N1); Influenza A virus (A/Rome/14/2009(H1N1); Influenza A virus (A/Eastern India/1909/2009(H1N1); Influenza A virus (A/swine/Guangxi/1/2011(H1N1); Influenza A virus (A/Eastern India/261/2009(H1N1); Influenza A virus (A/Rome/9/2009(H1N1); Influenza A virus (A/Rome/7/2009(H1N1)	423	0.5
UniRef50_A0A9N6YJM2	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Newt influenza virus; Wuhan asiatic toad influenza virus	762	0.5
UniRef50_A0A9N6YJV9	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Newt influenza virus; Wuhan asiatic toad influenza virus	780	0.5
UniRef50_A0A9N7AAY0	Cluster: Nucleoprotein	UniProtKB Unreviewed (TrEMBL)	1	Newt influenza virus	606	0.5
UniRef50_A0A9N7ABB6	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	1	Newt influenza virus	565	0.5
UniRef50_A0A9N7ABC5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Newt influenza virus	461	0.5
UniRef50_A0FCG6	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/Oslo/910/1999(H3N2); Influenza A virus (A/Athens/228/2000(H3N2); Influenza A virus (A/Uberlandia/322/2003(H3N2)	183	0.5
