Cluster ID	Cluster Name	Types	Size	Organisms	Length	Identity
UniRef90_A0A126UBD6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Tt716/2013)	466	0.9
UniRef90_A0A126UBE5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Kk1013/2013)	466	0.9
UniRef90_A0A126UBI8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Brisbane/131/2013)	466	0.9
UniRef90_A0A126UBK9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Brisbane/134/2013)	466	0.9
UniRef90_A0A126UBQ3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/South Australia/16/2014)	466	0.9
UniRef90_A0A126UBS1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Ohc028/2013)	466	0.9
UniRef90_A0A126UBZ7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Brisbane/22/2014); Influenza B virus (B/Illinois/NHRC_FDX51448/2015)	466	0.9
UniRef90_A0A126UC38	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/South Australia/17/2014); Influenza B virus (B/New Jersey/3981/2014)	466	0.9
UniRef90_A0A126UCB4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Brisbane/6/2014)	466	0.9
UniRef90_A0A126UCC7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Sydney/7/2014)	466	0.9
UniRef90_A0A126UCI8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Townsville/5/2014)	466	0.9
UniRef90_A0A126UCL9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Brisbane/11/2014)	466	0.9
UniRef90_A0A126UCM3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Gp203/2014)	466	0.9
UniRef90_A0A126UCT4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Tt056/2014)	466	0.9
UniRef90_A0A126UCW4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Gp298/2014)	466	0.9
UniRef90_A0A126UCW9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Newcastle/8/2014); Influenza B virus (B/Newcastle/10/2014)	466	0.9
UniRef90_A0A126UCX3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Singapore/Gp265/2014); Influenza B virus (B/Perth/505/2014)	466	0.9
UniRef90_A0A126UD21	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Christchurch/500/2014)	466	0.9
UniRef90_A0A126UD45	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Kk122/2014)	466	0.9
UniRef90_A0A126UD61	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Gp495/2014)	466	0.9
UniRef90_A0A126UDB1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Sydney/501/2014)	466	0.9
UniRef90_A0A126UDC3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Gp507/2014)	466	0.9
UniRef90_A0A126UDI4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Kk204/2014)	466	0.9
UniRef90_A0A126UDL8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Gp640/2014)	466	0.9
UniRef90_A0A126UDN3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Kk072/2014)	466	0.9
UniRef90_A0A126UE78	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Gp557/2014)	466	0.9
UniRef90_A0A126UE82	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Singapore/Gp216/2014); Influenza B virus	466	0.9
UniRef90_A0A126UE98	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Kk411/2014)	466	0.9
UniRef90_A0A126UEI1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/En246/2014)	466	0.9
UniRef90_A0A126UEI7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Gp278/2014)	466	0.9
UniRef90_A0A126UEK5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Singapore/En318/2014); Influenza B virus (B/Illinois/01/2014)	466	0.9
UniRef90_A0A126UEM1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Newcastle/19/2014)	466	0.9
UniRef90_A0A126UEQ5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Tt418/2014)	466	0.9
UniRef90_A0A126UEV8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/801/2014)	466	0.9
UniRef90_A0A126UF10	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Gp1320/2014)	466	0.9
UniRef90_A0A126UF61	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	9	Influenza B virus (B/Wellington/004/2014); Influenza B virus (B/Singapore/Gp325/2014); Influenza B virus (B/Brisbane/8/2014); Influenza B virus (B/Wisconsin/02/2014); Influenza B virus (B/Singapore/Gp1665/2013); Influenza B virus; Influenza B virus (B/Beijing/13-45/2013); Influenza B virus (B/Beijing/FL32/2013); Influenza B virus (B/Beijing/FL33/2013)	466	0.9
UniRef90_A0A126UF67	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	9	Influenza B virus (B/Singapore/Gp616/2014); Influenza B virus (B/Iowa/13/2014); Influenza B virus (B/Singapore/Gp247/2014); Influenza B virus (B/Singapore/Kk262/2014); Influenza B virus (B/Maryland/14/2014); Influenza B virus (B/Michigan/02/2013); Influenza B virus (B/Singapore/Gp214/2014); Influenza B virus (B/Busan/77/2014); Influenza B virus (B/Singapore/Gp243/2014)	466	0.9
UniRef90_A0A126UF83	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Perth/523/2014)	466	0.9
UniRef90_A0A126UFK4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Sydney/1001/2014)	466	0.9
UniRef90_A0A126UFQ7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Singapore/Gp1089/2014); Influenza B virus (B/Brisbane/26/2014)	466	0.9
UniRef90_A0A126UFW8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	4	Influenza B virus (B/Auckland/4/2014); Influenza B virus (B/Wellington/44/2014); Influenza B virus (B/Wellington/33/2014); Influenza B virus (B/Wellington/27/2014)	466	0.9
UniRef90_A0A126UG07	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/Tt734/2014)	466	0.9
UniRef90_A0A126UG10	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Darwin/37/2014)	466	0.9
UniRef90_A0A126UG95	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Auckland/11/2014)	466	0.9
UniRef90_A0A126UG98	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Auckland/13/2014)	466	0.9
UniRef90_A0A126UGI6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Auckland/15/2014); Influenza B virus (B/Alaska/02/2016)	466	0.9
UniRef90_A0A126UGK8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Wellington/005/2014); Influenza B virus (B/Hawaii/22/2014)	466	0.9
UniRef90_A0A126UGT2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/1/2014)	466	0.9
UniRef90_A0A126UGU8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/South Australia/1025/2014)	466	0.9
UniRef90_A0A126UGU9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Christchurch/2/2014)	466	0.9
UniRef90_A0A126UH49	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Auckland/6/2014); Influenza B virus	466	0.9
UniRef90_A0A126UHN8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Townsville/1000/2014)	466	0.9
UniRef90_A0A126UHP4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Wellington/34/2014)	466	0.9
UniRef90_A0A126UHQ2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	11	Influenza B virus (B/Wellington/28/2014); Influenza B virus (B/Florida/02/2014); Influenza B virus (B/Connecticut/02/2014); Influenza B virus (B/Wellington/008/2014); Influenza B virus (B/Iowa/02/2015); Influenza B virus (B/Wellington/38/2014); Influenza B virus (B/Wellington/19/2014); Influenza B virus (B/Wellington/009/2014); Influenza B virus (B/Wellington/32/2014); Influenza B virus (B/Auckland/14/2014)	466	0.9
UniRef90_A0A126UHU4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Wellington/31/2014)	466	0.9
UniRef90_A0A126UHY5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	8	Influenza B virus (B/Wellington/16/2014); Influenza B virus (B/Brisbane/37/2014); Influenza B virus (B/Brisbane/44/2014); Influenza B virus (B/South Australia/14/2014); Influenza B virus (B/Wellington/15/2014); Influenza B virus (B/Brisbane/38/2014); Influenza B virus (B/Auckland/1/2014); Influenza B virus (B/Waikato/2/2014)	466	0.9
UniRef90_A0A126UI07	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	9	Influenza B virus (B/Newcastle/40/2014); Influenza B virus (B/South Australia/1002/2014); Influenza B virus (B/Townsville/4/2014); Influenza B virus (B/Newcastle/14/2014); Influenza B virus (B/Malaysia/U2214/2013); Influenza B virus (B/Malaysia/3030138318/2013); Influenza B virus (B/Florida/03/2013); Influenza B virus (B/Malaysia/U2046/2013); Influenza B virus (B/Newcastle/13/2014)	466	0.9
UniRef90_A0A126UI44	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Newcastle/24/2014); Influenza B virus (B/South Australia/23/2014)	466	0.9
UniRef90_A0A126UI48	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/804/2014)	466	0.9
UniRef90_A0A126UIA3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Brisbane/49/2014)	466	0.9
UniRef90_A0A126UID8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Brisbane/59/2014)	466	0.9
UniRef90_A0A126UIE4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/207/2014)	466	0.9
UniRef90_A0A126UIG3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	5	Influenza B virus (B/Victoria/4/2014); Influenza B virus (B/Brisbane/29/2014); Influenza B virus (B/Brisbane/35/2014); Influenza B virus (B/Brisbane/51/2014); Influenza B virus (B/Brisbane/42/2014)	466	0.9
UniRef90_A0A126UIK3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Wellington/30/2014)	466	0.9
UniRef90_A0A126UIV0	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Wellington/47/2014)	466	0.9
UniRef90_A0A126UJ13	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Wellington/21/2014); Influenza B virus (B/Novosibirsk/LP/2013)	466	0.9
UniRef90_A0A126UJ14	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/South Auckland/001/2014)	466	0.9
UniRef90_A0A126UJ43	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/807/2014)	466	0.9
UniRef90_A0A126UJ88	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Tasmania/7/2014)	466	0.9
UniRef90_A0A126UJH0	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Wellington/40/2014); Influenza B virus (B/Wellington/41/2014)	466	0.9
UniRef90_A0A126UJK7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/South Auckland/13/2014)	466	0.9
UniRef90_A0A126UJK8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Wellington/35/2014)	466	0.9
UniRef90_A0A126UJV6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Newcastle/25/2014)	466	0.9
UniRef90_A0A126UK91	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Townsville/7/2014); Influenza B virus (B/Tasmania/5/2014)	466	0.9
UniRef90_A0A126UKI1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	20	Influenza B virus (B/Victoria/506/2012); Influenza B virus (B/North Carolina/01/2012); Influenza B virus (B/Malaysia/U169/2012); Influenza B virus (B/Michigan/24/2012); Influenza B virus (B/California/06/2010); Influenza B virus (B/Delaware/02/2012); Influenza B virus (B/Sydney/8/2012); Influenza B virus (B/New York/1335/2012); Influenza B virus (B/New York/1377/2012); Influenza B virus (B/Brisbane/121/2011)	466	0.9
UniRef90_A0A127W5R3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/mallard/Maryland/08OS1386/2008(H4N6)	551	0.9
UniRef90_A0A127W7C0	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/mallard/Maryland/08OS1414/2008(H4N6); Influenza A virus (A/shorebird/Delaware Bay/373/2008(mixed); Influenza A virus (A/mallard/New Zealand/223-31/2005(H4N6); Influenza A virus (A/mallard/New Zealand/527-11/2005(H4N6)	380	0.9
UniRef90_A0A139ZQC0	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/chicken/Shanghai/2/2004(H9N2); Influenza A virus (A/chicken/Shanghai/4/2006(H9N2)	466	0.9
UniRef90_A0A139ZQC3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/chicken/Shanghai/50/2009(H9N2); Influenza A virus (A/chicken/Shanghai/96/2009(H9N2)	466	0.9
UniRef90_A0A139ZQC5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Shanghai/169/2009(H9N2)	466	0.9
UniRef90_A0A139ZQC7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Shanghai/441/2009(H9N2)	466	0.9
UniRef90_A0A139ZQC9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Jiangsu/825/2009(H9N2)	466	0.9
UniRef90_A0A139ZQD6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Hunan/2106/2009(H9N2)	466	0.9
UniRef90_A0A139ZQD8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Hunan/2351/2009(H9N2)	466	0.9
UniRef90_A0A139ZQF2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Hunan/B445/2011(H9N2)	466	0.9
UniRef90_A0A139ZQF5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/duck/Anhui/C313/2012(H9N2); Influenza A virus (A/duck/Anhui/C330/2012(H9N2)	466	0.9
UniRef90_A0A139ZQF6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Guangdong/C76/2012(H9N2)	466	0.9
UniRef90_A0A139ZQG0	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Jiangsu/C1243/2012(H9N2)	466	0.9
UniRef90_A0A140AL02	Cluster: Protein PB1-F2	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/northern pintail/Alaska/562/2014(H3N8); Influenza A virus (A/northern pintail/Alaska/523/2014(H3N8); Influenza A virus (A/American green-winged teal/Alaska/524/2014(H3N8); Influenza A virus (A/northern pintail/Alaska/580/2014(H3N8); Influenza A virus (A/ring-necked duck/Minnesota/Sg-00449/2008(H4N8); Influenza A virus (A/ruddy turnstone/New Jersey/Sg-00499/2008(H4N6); Influenza A virus (A/blue-winged teal/Minnesota/Sg-00450/2008(H4N8); Influenza A virus (A/blue-winged teal/Minnesota/Sg-00451/2008(H4N8); Influenza A virus (A/mallard/Wisconsin/2560/2009(H2N3)	90	0.9
UniRef90_A0A140CUA9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/swine/Minnesota/A01941666/2015(H1N2); Influenza A virus (A/swine/Minnesota/A01940042/2015(H1N2)	470	0.9
UniRef90_A0A140CUC2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Nebraska/A01941726/2016(H1N2)	469	0.9
UniRef90_A0A140CUE7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Nebraska/A01729210/2016(H1N2)	469	0.9
UniRef90_A0A140CUI3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Oklahoma/A01729409/2016(H1N2)	469	0.9
UniRef90_A0A140D8R8	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus (A/chicken/Tunisia/56/2014(H9N2); Influenza A virus (A/chicken/Tunisia/2019/2010(H9N2); Influenza A virus (A/turkey/Tunisia/2068/2010(H9N2); Influenza A virus (A/chicken/Tunisia/848/2011(H9N2); Influenza A virus (A/chicken/Tunisia/145/2012(H9N2)	364	0.9
UniRef90_A0A140DP61	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Iowa/A01729570/2016(H3N2)	469	0.9
UniRef90_A0A140EKC8	Cluster: Polymerase acidic protein	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Waikato/1/2012); Influenza B virus	726	0.9
UniRef90_A0A140EKC9	Cluster: RNA-directed RNA polymerase catalytic subunit	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Waikato/1/2012)	752	0.9
UniRef90_A0A140EKD0	Cluster: Polymerase basic protein 2	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Waikato/1/2012); Influenza B virus (B/Sydney/2/2008)	770	0.9
UniRef90_A0A140EKF1	Cluster: RNA-directed RNA polymerase catalytic subunit	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/South Auckland/24/2012)	752	0.9
UniRef90_A0A140EKF8	Cluster: Nucleoprotein	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Wellington/11/2012)	560	0.9
UniRef90_A0A140EKG8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Tauranga/16/2013)	466	0.9
UniRef90_A0A140EKI4	Cluster: RNA-directed RNA polymerase catalytic subunit	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Auckland/523/2013)	752	0.9
UniRef90_A0A140EKJ3	Cluster: RNA-directed RNA polymerase catalytic subunit	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Sydney/503/2013)	752	0.9
UniRef90_A0A140EKK1	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Tasmania/3/2014)	528	0.9
UniRef90_A0A140EKR2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	3	Influenza B virus (B/Perth/502/2012); Influenza B virus (B/Hokkaido/FO/2012); Influenza B virus (B/Korea/KUMC-1091/2011)	466	0.9
UniRef90_A0A140EKU5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Sydney/5/2012)	466	0.9
UniRef90_A0A140EKW7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Perth/24/2012)	466	0.9
UniRef90_A0A140EL22	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/South Australia/17/2012); Influenza B virus (B/Malaysia/U210/2012)	466	0.9
UniRef90_A0A140EL55	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	3	Influenza B virus (B/Victoria/4/2012); Influenza B virus (B/South Auckland/21/2012); Influenza B virus (B/South Auckland/5/2012)	466	0.9
UniRef90_A0A140EL99	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/7/2012)	466	0.9
UniRef90_A0A140ELE3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Wellington/9/2012)	466	0.9
UniRef90_A0A140ELG5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/17/2012)	466	0.9
UniRef90_A0A140ELH6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/6/2012)	466	0.9
UniRef90_A0A140ELR4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/14/2012)	466	0.9
UniRef90_A0A140ELU7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Perth/54/2012); Influenza B virus (B/Perth/63/2012)	466	0.9
UniRef90_A0A140EM46	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/524/2012)	466	0.9
UniRef90_A0A140EMA6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Perth/270/2012)	466	0.9
UniRef90_A0A140EMB7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/325/2012)	466	0.9
UniRef90_A0A140EMJ4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	7	Influenza B virus (B/Perth/227/2012); Influenza B virus (B/Victoria/38/2012); Influenza B virus (B/Perth/123/2012); Influenza B virus (B/Brisbane/54/2012); Influenza B virus (B/Malaysia/U1154/2012); Influenza B virus (B/South Australia/24/2012); Influenza B virus (B/Brisbane/20/2012)	466	0.9
UniRef90_A0A140EML6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Brisbane/63/2012)	466	0.9
UniRef90_A0A140ENP0	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	3	Influenza B virus (B/Victoria/540/2012); Influenza B virus (B/Victoria/25/2012); Influenza B virus (B/Victoria/526/2012)	466	0.9
UniRef90_A0A140ENR2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/South Australia/12/2013)	466	0.9
UniRef90_A0A140ENS3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	3	Influenza B virus (B/Wellington/12/2012); Influenza B virus (B/South Auckland/36/2012); Influenza B virus (B/Wellington/13/2012)	466	0.9
UniRef90_A0A140ENT0	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/509/2012)	466	0.9
UniRef90_A0A140EPM7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Tauranga/28/2013)	466	0.9
UniRef90_A0A140EPW4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	15	Influenza B virus (B/Waikato/8/2013); Influenza B virus (B/Christchurch/9/2013); Influenza B virus (B/Waikato/10/2013); Influenza B virus (B/Christchurch/512/2013); Influenza B virus (B/Christchurch/522/2013); Influenza B virus (B/Bop/1/2013); Influenza B virus (B/Brisbane/48/2013); Influenza B virus (B/Midcentral/2/2013); Influenza B virus (B/Auckland/507/2013); Influenza B virus (B/Waikato/37/2013)	466	0.9
UniRef90_A0A140EPY9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Auckland/525/2013)	466	0.9
UniRef90_A0A140EQK7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Auckland/536/2013); Influenza B virus (B/Auckland/523/2013)	466	0.9
UniRef90_A0A140ERA6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/29/2013)	466	0.9
UniRef90_A0A140ERL6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/South Australia/41/2013)	466	0.9
UniRef90_A0A140ERT9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Tasmania/5/2013)	466	0.9
UniRef90_A0A140ERW1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Newcastle/28/2013); Influenza B virus (B/Perth/74/2013)	466	0.9
UniRef90_A0A140ES16	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/South Australia/51/2013)	466	0.9
UniRef90_A0A140ES38	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Tasmania/6/2013)	466	0.9
UniRef90_A0A140ESL5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/679/2013)	466	0.9
UniRef90_A0A140ESQ9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Victoria/35/2013)	466	0.9
UniRef90_A0A140ESX5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Newcastle/31/2013)	466	0.9
UniRef90_A0A140ESZ7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Christchurch/523/2013)	466	0.9
UniRef90_A0A140ET19	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Christchurch/521/2013)	466	0.9
UniRef90_A0A140ET69	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Christchurch/529/2013)	466	0.9
